"OPAQ ,http://opaq.com/,""OPĀQ changes the way security is delivered - from the cloud. Our groundbreaking network security-as-a-service empowers organizations with the easiest way to tighten security control and improve business agility. With OPĀQ, you can have one network that is simplified, centralized, and secure."",""OPĀQ is working with highly respected, reputable brands that rely on the security and agility of our management platform to help them simplify control across their complex, distributed network."",smccarney@opaqnetworks.com,,,,United States of America,,https://e27.co/startups/opaq,""Cybersecurity, Agency & Consulting, Mobile, Information & Communications Technology"","",""";;;
"Bettendorf,http://www.bettendorf.org/,,""Bettendorf is a premier city in which to live. It is the most livable community for families with rich educational, cultural and recreational opportunities. We enjoy a vibrant riverfront and a growing"",carolineplouff@gmail.com,,,,United States of America,,https://e27.co/startups/bettendorf,,"",""";;;
"Curtis&Hayes,https://www.curtisandhayes.com/,""CurtisandHayes is an eCommerce site that has ventured in the Indian online furniture retail space with an idea to sell unique design European style home furniture to the Indian consumers. The range of furniture available on this site cannot be find in any other furniture outlet as these furnitures are first showcased in some popular Furniture Fashion Shows in Europe and then introduced to this site.  In order to satisfy the budget of the customers it has eliminated all middlemen, saved on the part of maintaining showroom and by virtue of this all furniture available here are 70% cheaper than its original prices maintaining the same quality of the furniture. Currently this store is offering sofas, chairs, tables, lightning, wall arts, home furnishing and is continuously adding new categories and products to satisfy all demands of consumers. The services are available in more than 20 cities with Free Assembly services in Mumbai, Delhi, Banglore, Pune, Hyderabad, Goa, Kolkata, Chennai, Noida, Gurgaon, Jaipur. Furnitures and other items can be bought using various modes of payment net banking, credit and debit cards, cash on delivery and not only this you also have the option to pay in easy EMIs to make purchase even easier for your pockets. All leading banks are there to choose from. The service and delivery process is also very efficient and customer friendly. This store offers free delivery to its customers and express delivery service is also available in which any order placed before 9pm will be dispatched next day itself. Another exciting feature of this site is free fabric sample. If you are not sure which fabric should be used to make your chair or sofa one can order various fabric sample available with the store free of cost and once you have seen the fabric then you can place an order and request to use the same fabric. All in all this store will surely revolutionize the way customers buy elegant furniture in India. Come and pay a visit to experience it."",It is one of its kind online furniture store in India that is making available European style designer furniture to Indian consumer at much lower prices by eliminating all middlemen., info@curtisandhayes.com,,,2015-03-01,India,,https://e27.co/startups/curtis-hayes,""E-commerce, Retail"",""https://twitter.com/curtisandhayes,https://www.facebook.com/curtisandhayes,https://www.linkedin.com/company/curtis-&-hayes""";;;
"Midokura,http://www.midokura.com/,""Midokura was founded by veteran networking and virtualization pioneers, who were among the first innovators that sought to develop a completely scalable, dynamic and decoupled virtualized network solution. With a combined pedigree from several of the most recognized and trusted technology companies in the world, and a commitment to the development of network virtualization technologies, the management team brings decades of engineering, network and cloud experience. Following years of research and development, Midokura built Midonet to provide the most scalable infrastructure to virtualize networks. Founded in 2010, Midokura was an early global leader in network virtualization. The company’s pedigree includes Amazon, Cisco, Google and VMware. With its Midokura Enterprise MidoNet (MEM) solution, Midokura offers the industry a complete overlay technology that integrates with cloud platforms such as OpenStack. A contributor to the OpenStack Networking (Neutron) Project and member of the Open Platform for NFV (OPNFV) Project. Midokura has made the source code for MidoNet freely available at www.midonet.org, delivering the first truly open, vendor-agnostic network virtualization solution available for the OpenStack community. Midokura’s vision is to provide a more flexible, customizable and adaptable network infrastructure for companies worldwide through network virtualization. It is Midokura’s mission to unleash the full power of an organization’s networks – while reducing CapEx and OpEx – by adding Midokura’s virtualization software layer onto OpenStack servers, in turn scaling to hundreds of thousands of virtual ports from a single physical network. Midokura has offices in San Francisco, Tokyo and Barcelona."",""Founded in 2010, Midokura is a global leader in network virtualization. Founders built distributed systems for Amazon, Cisco, and Google."",info@midokura.com,,,2010-01-01,Japan,,https://e27.co/startups/midokura,""Software as a Service, Information & Communications Technology"",""https://twitter.com/midokura,http://www.facebook.com/Midokura,http://www.linkedin.com/company/midokura""";;;
"Capler Pte Ltd,http://www.capler.sg,""Capler helps to shorten your Account Receivables (AR) Aging and provide funding via Receivables Purchase. We focus on helping our clients to access working capital by leveraging on efficient receivables. In a nut shell, you can outsource a portion or your entire AR to us to manage and let your staff focus on their key responsibilities. Capler will manage the receivables on a day-to-day basis and handle things in a more efficient manner.  From the AR submitted to us, should you need to ease your cash flow, you can easily log in to our web-based platform (24/7 access and from anywhere in the world) and select the invoices that you wish to sell to us. Alternatively, you may submit invoices from new customers, as and when required. We provide the flexibility for you to choose which invoices to sell, when to sell and the period to sell them for. Upon receipt of the full payment for the invoices, we will refund the reserve amount and a pro-rated portion of our fee (if the payment arrives earlier than the period selected).  Our web-based platform, embedded with our risk assessment algorithm, helps us to approve deals swiftly. Capler's focus is to help our clients access working capital by leveraging on efficient receivables, and keeping the process simple, flexible and fast, through innovative technology."",Capler helps to shorten your Account Receivables Aging and provide funding via Receivables Purchase. We focus on helping our clients to access working capital by leveraging on efficient receivable.,jude@capler.sg,,Weixian Lai,2015-06-01,Singapore,,https://e27.co/startups/capler-pte-ltd,""Enterprise Solution, Finance, Finance"",""https://twitter.com/CaplerPteLtd,https://www.facebook.com/Capler.sg,https://www.linkedin.com/company/capler-pte-ltd""";;;
"Base,https://www.base.co.id/,""A platform for personalised skincare regimen for the modern millennial Indonesian women, offering a fully digital direct-to-consumer (D2C) experience with high-quality products made from ​halal​ and vegan ingredients."",""A platform for personalised skincare regimen for the modern millennial Indonesian women, offering a fully digital direct-to-consumer (D2C) experience with high-quality products made from ​halal​ and v"",startups@e27.sg,,,,Indonesia,,https://e27.co/startups/base,Healthtech,"",""";;;
"TechShake,http://www.techshake.asia/,""TechShake is a Philippine based Tech Media, which mainly focuses on the interviews of entrepreneurs, investors, designers, and engineers. TechShake will demystify Startup scene of South East Asia, and will send right information to the world. We love the story of the person because every person has their own story. We love primary information. We believe this is key to keep the quality of the article. We don't like the """"mas-production of articles"""", which sacrifice the quality or taste of articles. We may not be able to cover all the news in the startup scene, but we'll spend more time/energy for each articles so that we can provide article with some important taste. The logo of TechShake is composed of circuit like symbol of human in hands. Technology is the source of innovation, but in reality, most of new technologies are coming from outside of South East Asia. We think entrepreneurs, who run business, applies new technologies, are the most important factor to be successful in this region. We put emphasis on people in Startup ecosystem, then, accelerate the development of Startup ecosystem by creating collaboration. Many investors of developed countries are interested in the market of South East Asia, but a lot of them are complaining that information is very limited. Also, the number of Startups are increasing rapidly in South East Asia, but a lot of them lack right access to funds. We think distribution of right information will be the key to solve this problem. TechShake will mitigate this gap between developed countries and Startups in South East Asia by sending right information."",""TechShake is a Philippine based Tech Media, which mainly focuses on the interviews of entrepreneurs, investors, designers, and engineers."",startups@e27.co,,,,Philippines,,https://e27.co/startups/techshake,""Advertising, Media"",""https://twitter.com/TechShakeAsia,https://www.facebook.com/techshakeasia,""";;;
"Sg Interactive pte ltd,http://www.sginteractive.com.sg,Sg Interactive pte ltd is singapore based company for web and mobile app development .This is best company for mobile development in singapore.,Sg Interactive is best company for mobile app and website development .,sales@sginteractive.com.sg,,,2011-02-01,Singapore,,https://e27.co/startups/sg-interactive-pte-ltd-1,,""https://twitter.com/Sginteractive1,https://www.facebook.com/sginteractive.com.sg/,https://www.linkedin.com/company/sg-interactive-pte-ltd/""";;;
"RailRestro,https://www.railrestro.com,""Based In Patna, Bihar, At RailRestro, We Have Been Providing Online Food In Train, Covering 300 + Indian Railway Station In India, Making Your Journey Comfortable And Easy In Terms Of Your Favorite Cuisines. At RailRestro, We Help You To Get Your Food Delivered At Your Seat Easily Within Few Clicks. We Are Among The Best E-catering Services In India, Committed To Offer You The Best Quality Of Food From Your Favorite Restaurants During Your Journey. We Have A Large Number Of Venders’ Network To Serve You With Fresh, Hot, And Delectable Food During Your Journey. RailRestro Specializes In Delivering Food In Train While Journey."",""At RailRestro, We Have Been Providing Online Food In Train,  Bihar, Covering 300 + Indian Railway Station In India, Making Your Journey Comfortable And Easy In Terms Of Your Favorite Cuisines."",social@railrestro.com,,,2015-09-01,India,,https://e27.co/startups/railrestro,,""https://twitter.com/RailRestro,https://www.facebook.com/RailRestro,https://www.linkedin.com/company/railrestro/""";;;
"Gridblaze,http://ww4.gridblaze.com/,""Gridblaze is a Storage-as-a-Service solution to enable developers and companies localize their data, ensuring faster access for users."",""Gridblaze is a Storage-as-a-Service solution to enable developers and companies localize their data, ensuring faster access for users."",startups@e27.co,,,,Singapore,,https://e27.co/startups/gridblaze,Agency & Consulting,""https://twitter.com/GRIDBLAZE,,https://www.linkedin.com/company/gridblaze""";;;
"SISGAIN,https://sisgain.com/,""SISGAIN is a Leading Mobile Application Development Company in UAE developed in 2007 offering best in class mobile application development services. We can be a great accelerator when it comes to developing and designing mobile application and also having strong business ethics with an aim to provide customizable solutions which benefits the clients with significant growth in revenue. Having diversified experience of serving different industries and technologies, our experts who are adept at developing custom and tailor-made mobile solutions develop applications that are user-friendly, user-centric and also add value to your revenue stream. We at SISGAIN are even-minded in living up to your desires by creating and conveying quality applications to you on time, which can outflank the undertaking for which it is planned to. Our team of application developers excels in developing mobile applications that are feature-rich and deliver the best performance. At SISGAIN, prior to developing the applications, we invest on research in order to know in-depth about your niche and then come up with designs that suit your business.  We offer end to end services for mobile application development across all major platforms such as, • Android Application Development. • iPhone Application Development. • iPad Application Development. • Cross-Platform Development. • Ionic Application Development. • Hybrid Application Development."",""Established in 2007, SISGAIN is one of the Leading Mobile App Development Company, providing custom Mobile App Solutions all around the globe. We have 60+ dedicated and experienced developers."",hello@sisgain.com,,,,India,,https://e27.co/startups/sisgain,,""https://twitter.com/spectrum1995,https://www.facebook.com/SISGAIN/,https://www.linkedin.com/in/sisgain/""";;;
"Beyond Reality Technologies,http://www.beyondrealitytech.com,,""Bringing off-the-plan property to life through the use of high-end virtual reality, focus on interactivity to build an emotional connection and an unrivaled distribution platform ."",eli@beyondrealitytech.com,,,,Hong Kong,,https://e27.co/startups/beyond-reality-technologies,,"",""";;;
"Inzpire Technology,http://www.inzpire.co.id/,Inzpire Technology is technology company developing IT solutions and apps that with unique proposition and business models.,Inzpire Technology is technology company developing IT solutions and apps that with unique proposition and business models.,startups@e27.co,,,,Indonesia,,https://e27.co/startups/inzpire-technology,,""https://twitter.com/inzpiretech,https://www.facebook.com/pages/Inzpire-Technology/157313674418813,""";;;
"Gamurai,http://www.gamuraitech.com/,""Gamurai is a technology enabler for the fashion industry  They provide high quality, easy-to use and value adding 3D visualization services for fashion companies, empowering them with state-of-the-art capabilities.  Their strategic direction: To work closely with tertiary institutions, research institutes, industry partners, governmental bodies, angels, and investors in creating market-driven products and services. Gamurai is a young fledgling technology enabler company founded in tiny island, Singapore to encircle and impact people’s lives. They work closely with research institutes, industry partners, governmental bodies and world class investors to help change and make a difference to the industry that they set their eyes upon. One of their Flagship technology products is VEON@Hair Experience, targeting the Hair Fashion Industry. VEON@HairExperience is a suite of visual tools, specially crafted and designed to empower our Hairstylists and Hair salons in their business operations."",Gamurai is a technology enabler for the fashion industry,szeming@gamuraitech.com,,,,Singapore,,https://e27.co/startups/gamurai,""Design , Software as a Service"",""https://www.facebook.com/gamuraitech/,https://www.linkedin.com/company/gamurai-pte-ltd""";;;
"ShipsFocus Intelligence,http://www.shipsfocus.com,""ShipsFocus Intelligence provides data, analytics & research in chemical shipping leveraging on its domain knowledge, network and technologies including big data, machine learning, AI and Blockchain. These are infused into ShipsFocus products & services offered to our shipping customers."",ShipsFocus Intelligence is the 'data-analytics' pillar of the ShipsFocus Group.,enquiry@shipsfocus.com,,Chye Poh Chua,2010-02-01,Singapore,,https://e27.co/startups/shipsfocus-intelligence,""Artificial Intelligence, Big Data, Chemical, Information & Communications Technology, Maritime, Software as a Service, Transportation"",""https://twitter.com/ShipsFocus,https://www.facebook.com/shipsfocus/,https://www.linkedin.com/company/shipsfocus-group/""";;;
"Health Care at Home,http://www.healthcareathomeindia.com/,""Health Care at Home India Pvt (HCAH) is an exciting new Joint Venture Indian business based in Delhi. It is backed by two strong and highly successful partners (The Burman Family, promoters of the Dabur Group";" and Charles Walsh / Dr Gareth Jones – founders of UK’s leading homecare company Healthcare at Home Ltd (HAH UK). In the future, the home will be the hub of all health care with all the technology being used in the field today pointing in this direction. For patients also, this is an ideal situation where they can heal faster and better in known and comfortable surroundings in addition to the advantage of being cost effective. Health Care at Home India is backed by the Burman family (the promoters of Dabur), with their proud legacy of trust and excellence for over 125 years. Our endeavour is also backed by the clinical credibility of the founders of the Health Care at Home UK, where the company has a healthy market share of 80% and is considered a leader and pioneer in home healthcare. In India, we look to bring significant value to the healthcare industry and the home health service sector by drawing synergies and lending support to existing organizations. Above all we aim to bring quality health care, offering comfort and convenience to the patient right at their door step"",""Health Care at Home India Pvt is an exciting new Joint Venture Indian business based in Delhi. They aim to bring quality health care, offering comfort and convenience to the patient."",startups@e27.co,,,,India,,https://e27.co/startups/health-care-at-home,Healthtech,""https://twitter.com/HCAHIndia,https://www.facebook.com/healthcareathomeindia,http://www.linkedin.com/company/health-care-at-home-india""";;
"Grepix Infotech Pvt Ltd,https://www.grepixit.com/,,""Grepix Infotech is the New Age Website and Mobile Applications Development Company, located in the heart of India, Delhi/NCR. It was founded in the year 2012."",grepixit@gmail.com,,,2012-01-01,India,,https://e27.co/startups/grepix-infotech-pvt-ltd,,""https://twitter.com/grepixit,https://www.facebook.com/Grepix/,https://www.linkedin.com/company/grepix-infotech""";;;
"Appfinz Technologies,https://appfinz.com,""Appfinz has been in the industry for more than 7 years, holding a core motive to make a change in the world by providing solutions perfectly crafted with intelligence and creativity. Since its origin in 2011, the company has been awarded many prestigious awards and successfully achieved multiple milestones. Bestowed with pure professionalism and the strong foothold in the industry, the company is gradually yet constantly spreading its legs across the world with leaving the rat race for the rest and striving to become better than the best!"",We are responsible for your online growth.,,,Kishan Mishra,2014-08-01,India,,https://e27.co/startups/appfinz-technologies,""Software as a Service, Advertising, Cybersecurity, Design"",""https://twitter.com/appfinzofficial,https://www.facebook.com/appfinz,https://www.linkedin.com/company/30961392/admin/""";;;
"Stacked Homes,http://www.stackedhomes.com,""Stacked is the easiest way to sell your home directly to buyers in Singapore. We make the process fuss free and transparent by providing simple and easy to understand guides to hand hold you through the entire experience. We provide a better viewing experience for the buyer through our 360 home tours, so that they are able to see homes that they are interested in through the comforts of their own home and at their own convenience."",Stacked Homes is an online portal for buyers and sellers to connect directly,hello@stackedhomes.com,,,2017-02-01,Singapore,,https://e27.co/startups/stacked-homes,Real Estate,""https://www.facebook.com/stackedhomes/,https://www.linkedin.com/company/13267082""";;;
"Wobb,http://wobb.my/,""WOBB is the Job App for Millennials. Wobb is a platform helping young people discover amazing employers and fun companies.    Wobb is short for “Working on Bean Bags”, and they are the home to progressive companies that are purpose driven, innovation led and believe in modern work cultures.    Each company Wobb page is easy to browse, and you can get a sense of the people who work there, the office environment, and the company’s culture and beliefs.    They empower you to decide which company suits your long term goals, and what work culture is important to you."",WOBB is the Job App for Millennials. Wobb is a platform helping young people discover amazing employers and fun companies,startups@e27.co,,Joshua Boey,,Malaysia,,https://e27.co/startups/wobb,""Big Data, Social Enterprise"",""https://twitter.com/WobbMY,,https://www.linkedin.com/company/wobb""";;;
"ImDhakaI   ,http://www.imdhaka.com/,""ImDhakaI is an online event tickets provider. IMDHAKA’s mission is to ‘bridge the gap between event organizers and their customers’ in Bangladesh. Our service promise does this by providing superior customer service and access to the finest systems and tools, which ensures the optimal sale of tickets to the widest possible audience. At IMDHAKA we offer a range of flexible solutions for distribution of tickets including a Print-at-Home service that allows customers to easily access their tickets via imdhaka.com. Customers can also purchase tickets via our call center service and other flexible payment options for non credit card holders. IMDHAKA prides itself in being able to provide for the following in Bangladesh";" ticketing, marketing, e-Commerce and entry management solutions to a wide variety of leading arenas, stadiums, performing arts venues, museums and theatres as well as major events and festivals."",ImDhakaI is an online event tickets provider,startups@e27.co ,,,,Bangladesh,,https://e27.co/startups/imdhakai,E-commerce,""https://twitter.com/ImdhakaCom,https://www.facebook.com/ImDhaka,""";;
"FitCircle,http://www.fitcircle.in/,""At FitCircle, they are focused on driving the paradigm shift from curative to preventive.  They are disrupting the industry globally by providing free consultations and guidance by experts via their chat platform. They invest a lot in understanding human behaviour and are building a strong motivation engine that will keep you hooked to making healthier choices.  The problem of convenience, accessibility, motivation, trust - is what they are solving in the preventive healthcare space!"",""FitCircle is a private social fitness platform which makes fitness - social, fun and convenient."",startups@e27.co ,,,,India,,https://e27.co/startups/fitcircle,""Agency & Consulting, Healthtech, Platform, Information & Communications Technology"",""https://www.facebook.com/fitcircle.in,https://www.linkedin.com/company/home?report%2Efailure=7VpmS4wWiZNGMpfNghZtHGUJPzf4qHnxVADRS31a-2_ZW0LYG8saPgYR12jVvILazjjEWlU0P2GZWgLYz59EWOI0LE31Z23t3EOJvjqJAqJclqT""";;;
